"ID","IPADDRESS","STBROWSER","STBROWSERVERSION","STSYSTEM","STLANGUAGE","DATUM","TIMESTAMP"
"4147","179.43.177.242","Other","Other","Other","de","2023-04-11","2023-04-11 13:48:22.986"
"4148","193.32.162.159","Edge","Edge","Windows","de","2023-04-11","2023-04-11 15:05:27.36"
"4149","31.18.252.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 15:55:38.755"
"4150","74.125.208.15","Chrome Mobile","Chrome Mobile","Android","de","2023-04-11","2023-04-11 15:56:06.585"
"4151","74.125.208.11","Chrome","Chrome","Mac OS X","de","2023-04-11","2023-04-11 15:56:06.766"
"4152","66.249.93.138","Chrome Mobile","Chrome Mobile","Android","de","2023-04-11","2023-04-11 15:56:09.356"
"4153","66.249.93.140","Chrome","Chrome","Mac OS X","de","2023-04-11","2023-04-11 15:56:09.364"
"4154","66.249.93.138","Chrome","Chrome","Mac OS X","de","2023-04-11","2023-04-11 15:56:12.16"
"4155","66.249.93.141","Chrome Mobile","Chrome Mobile","Android","de","2023-04-11","2023-04-11 15:56:12.162"
"4156","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 16:05:24.569"
"4157","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 16:07:43.201"
"4158","134.249.140.98","Chrome","Chrome","Windows","de","2023-04-11","2023-04-11 16:16:13.893"
"4159","31.18.252.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 16:58:40.285"
"4160","31.18.252.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 17:02:02.926"
"4161","31.18.252.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 17:02:17.614"
"4162","31.18.252.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 17:02:32.458"
"4163","139.144.150.8","Go-http-client","Go-http-client","Other","de","2023-04-11","2023-04-11 17:32:34.242"
"4164","139.144.150.8","Chrome Mobile","Chrome Mobile","Android","de","2023-04-11","2023-04-11 17:32:34.252"
"4165","45.239.103.228","Safari","Safari","Mac OS X","de","2023-04-11","2023-04-11 17:48:39.42"
"4166","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 17:54:07.11"
"4167","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 17:58:08.039"
"4168","193.32.162.159","Edge","Edge","Windows","de","2023-04-11","2023-04-11 18:00:10.149"
"4169","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 18:29:43.889"
"4170","193.32.162.159","Edge","Edge","Windows","de","2023-04-11","2023-04-11 19:09:58.224"
"4171","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 19:32:29.03"
"4172","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-11","2023-04-11 19:32:38.676"
"4173","193.118.53.210","Chrome","Chrome","Windows","de","2023-04-11","2023-04-11 20:08:55.062"
"4174","182.43.148.98","Mobile Safari","Mobile Safari","iOS","de","2023-04-11","2023-04-11 20:34:26.89"
"4175","87.236.176.148","Other","Other","Other","de","2023-04-11","2023-04-11 20:41:09.671"
"4176","179.43.177.242","Other","Other","Other","de","2023-04-11","2023-04-11 20:50:55.909"
"4177","193.32.162.159","Edge","Edge","Windows","de","2023-04-11","2023-04-11 21:03:23.729"
"4178","193.35.18.251","Other","Other","Linux","de","2023-04-11","2023-04-11 22:14:05.703"
"4179","45.79.181.223","Chrome","Chrome","Mac OS X","de","2023-04-11","2023-04-11 22:54:42.276"
"4180","95.214.55.244","Other","Other","Other","de","2023-04-11","2023-04-11 23:15:57.184"
"4181","190.107.84.75","Safari","Safari","Mac OS X","de","2023-04-11","2023-04-11 23:26:27.826"
"4182","13.84.202.16","Python Requests","Python Requests","Other","de","2023-04-11","2023-04-11 23:42:10.442"
"4183","45.155.126.211","Other","Other","Other","de","2023-04-11","2023-04-11 23:45:31.802"
"4184","161.35.148.196","Chrome","Chrome","Windows","de","2023-04-11","2023-04-11 23:58:18.718"
"4185","161.35.148.196","Snapchat","Snapchat","iOS","de","2023-04-11","2023-04-11 23:58:19.067"
"4186","198.235.24.22","Other","Other","Other","de","2023-04-12","2023-04-12 00:04:29.585"
"4187","193.32.162.159","Edge","Edge","Windows","de","2023-04-12","2023-04-12 00:14:14.255"
"4188","205.210.31.171","Other","Other","Other","de","2023-04-12","2023-04-12 00:26:51.753"
"4189","15.204.52.61","Firefox","Firefox","Ubuntu","de","2023-04-12","2023-04-12 00:38:12.208"
"4190","193.32.162.159","Edge","Edge","Windows","de","2023-04-12","2023-04-12 01:01:49.879"
"4191","167.248.133.51","Other","Other","Other","de","2023-04-12","2023-04-12 01:14:45.478"
"4192","152.89.196.54","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 02:37:30.618"
"4193","185.180.143.147","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 02:41:11.044"
"4194","193.32.162.159","Edge","Edge","Windows","de","2023-04-12","2023-04-12 03:05:15.728"
"4195","179.43.177.242","Other","Other","Other","de","2023-04-12","2023-04-12 03:06:24.183"
"4196","64.62.197.16","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 04:17:17.687"
"4197","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:11:43.245"
"4198","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:11:44.034"
"4199","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:11:44.403"
"4200","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:12:23.606"
"4201","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:12:24.262"
"4202","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:12:24.64"
"4203","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:20:37.175"
"4204","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:20:38.043"
"4205","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:20:38.789"
"4206","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:21:15.586"
"4207","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:21:16.446"
"4208","20.57.177.66","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 05:21:16.769"
"4209","193.32.162.159","Edge","Edge","Windows","de","2023-04-12","2023-04-12 05:28:30.193"
"4210","179.96.190.94","Safari","Safari","Mac OS X","de","2023-04-12","2023-04-12 06:01:22.364"
"4211","167.94.145.60","Other","Other","Other","de","2023-04-12","2023-04-12 06:05:59.021"
"4212","64.225.18.248","Firefox","Firefox","Linux","de","2023-04-12","2023-04-12 06:50:30.798"
"4213","34.140.130.61","Python Requests","Python Requests","Other","de","2023-04-12","2023-04-12 07:08:53.189"
"4214","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 07:18:55.055"
"4215","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 07:19:02.369"
"4216","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 07:26:14.774"
"4217","64.225.18.248","Firefox","Firefox","Linux","de","2023-04-12","2023-04-12 07:42:55.877"
"4218","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 07:55:34.905"
"4219","193.32.162.159","Edge","Edge","Windows","de","2023-04-12","2023-04-12 08:00:07.324"
"4220","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 08:06:49.388"
"4221","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 18:54:45.943"
"4222","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 18:57:11.29"
"4223","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 18:59:50.29"
"4224","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 19:00:01.98"
"4225","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 19:17:07.272"
"4226","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 19:25:13.249"
"4227","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 19:26:54.198"
"4228","13.51.121.77","Firefox","Firefox","Windows","de","2023-04-12","2023-04-12 19:28:48.285"
"4229","13.51.121.77","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 19:29:45.961"
"4230","13.51.121.77","Other","Other","Other","de","2023-04-12","2023-04-12 19:29:52.58"
"4231","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 19:37:02.655"
"4232","193.32.162.159","Edge","Edge","Windows","de","2023-04-12","2023-04-12 19:38:38.008"
"4233","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 19:38:57.096"
"4234","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 19:40:34.379"
"4235","37.4.229.191","Chrome","Chrome","Linux","de","2023-04-12","2023-04-12 19:40:41.294"
"4236","59.36.163.204","Mobile Safari","Mobile Safari","iOS","de","2023-04-12","2023-04-12 20:32:11.055"
"4237","193.32.162.159","Edge","Edge","Windows","de","2023-04-12","2023-04-12 21:30:18.759"
"4238","178.79.139.171","curl","curl","Other","de","2023-04-12","2023-04-12 21:54:23.421"
"4239","178.79.139.171","curl","curl","Other","de","2023-04-12","2023-04-12 21:54:24.222"
"4240","178.79.139.171","curl","curl","Other","de","2023-04-12","2023-04-12 21:54:24.326"
"4241","178.79.139.171","curl","curl","Other","de","2023-04-12","2023-04-12 21:54:24.35"
"4242","178.79.139.171","curl","curl","Other","de","2023-04-12","2023-04-12 21:54:24.521"
"4243","178.79.139.171","curl","curl","Other","de","2023-04-12","2023-04-12 21:54:24.839"
"4244","178.79.139.171","curl","curl","Other","de","2023-04-12","2023-04-12 21:54:25.142"
"4245","177.184.185.127","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 22:29:21.475"
"4246","179.43.177.242","Other","Other","Other","de","2023-04-12","2023-04-12 22:31:33.737"
"4247","66.240.236.109","Other","Other","Other","de","2023-04-12","2023-04-12 22:56:49.079"
"4248","137.184.19.21","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 23:06:21.203"
"4249","137.184.19.21","Snapchat","Snapchat","iOS","de","2023-04-12","2023-04-12 23:06:22.387"
"4250","193.32.162.159","Edge","Edge","Windows","de","2023-04-12","2023-04-12 23:09:23.264"
"4251","152.89.196.54","Chrome","Chrome","Windows","de","2023-04-12","2023-04-12 23:48:45.938"
"4252","172.105.128.11","Chrome","Chrome","Mac OS X","de","2023-04-13","2023-04-13 00:23:47.569"
"4253","50.31.21.9","Mobile Safari","Mobile Safari","iOS","de","2023-04-13","2023-04-13 00:45:37.457"
"4254","185.180.143.79","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 01:06:10.629"
"4255","140.246.164.95","Mobile Safari","Mobile Safari","iOS","de","2023-04-13","2023-04-13 01:32:35.298"
"4256","193.32.162.159","Edge","Edge","Windows","de","2023-04-13","2023-04-13 02:26:21.5"
"4257","193.32.162.159","Edge","Edge","Windows","de","2023-04-13","2023-04-13 03:35:05.688"
"4258","179.43.177.242","Other","Other","Other","de","2023-04-13","2023-04-13 04:47:44.206"
"4259","42.105.196.90","Chrome Mobile","Chrome Mobile","Android","de","2023-04-13","2023-04-13 05:05:55.487"
"4260","42.105.142.19","Chrome Mobile","Chrome Mobile","Android","de","2023-04-13","2023-04-13 05:06:19.986"
"4261","42.105.196.90","Chrome Mobile","Chrome Mobile","Android","de","2023-04-13","2023-04-13 05:06:22.337"
"4262","42.105.142.66","Chrome Mobile","Chrome Mobile","Android","de","2023-04-13","2023-04-13 05:07:00.782"
"4263","106.195.34.74","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 05:09:52.022"
"4264","106.195.34.74","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 05:10:11.561"
"4265","106.195.34.74","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 05:12:55.588"
"4266","106.195.34.74","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 05:13:23.915"
"4267","106.195.34.74","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 05:18:00.091"
"4268","35.233.62.116","Python Requests","Python Requests","Other","de","2023-04-13","2023-04-13 06:53:56.219"
"4269","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 07:09:26.511"
"4270","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 07:09:33.747"
"4271","35.216.166.62","Other","Other","Other","de","2023-04-13","2023-04-13 07:25:43.366"
"4272","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 07:30:22.865"
"4273","104.152.52.190","masscan","masscan","Other","de","2023-04-13","2023-04-13 07:33:31.11"
"4274","78.38.53.199","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 07:50:33.608"
"4275","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:02:32.339"
"4276","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:05:45.104"
"4277","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:11:48.92"
"4278","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:34:56.039"
"4279","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:34:56.452"
"4280","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:38:12.702"
"4281","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:38:27.538"
"4282","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:38:35.735"
"4283","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:38:39.235"
"4284","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:38:42.853"
"4285","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:38:44.767"
"4286","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:38:45.423"
"4287","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:38:47.839"
"4288","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:41:10.49"
"4289","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:43:15.927"
"4290","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:46:20.942"
"4291","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:46:35.296"
"4292","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:51:43.625"
"4293","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:51:57.353"
"4294","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:52:03.474"
"4295","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:52:07.52"
"4296","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:52:14.446"
"4297","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:52:56.611"
"4298","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:53:57.31"
"4299","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:55:13.147"
"4300","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:55:23.505"
"4301","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:55:30.757"
"4302","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 08:56:46.319"
"4303","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 09:00:29.876"
"4304","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 09:02:33.312"
"4305","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 09:02:41.378"
"4306","117.254.63.52","Safari","Safari","Mac OS X","de","2023-04-13","2023-04-13 09:04:14.476"
"4307","168.121.239.172","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 09:10:54.472"
"4308","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 09:16:10.158"
"4309","178.132.79.215","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 09:41:29.587"
"4310","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 10:01:50.579"
"4311","185.222.59.81","UC Browser","UC Browser","Android","de","2023-04-13","2023-04-13 10:04:00.522"
"4312","191.96.168.141","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 10:17:50.126"
"4313","191.96.168.141","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 10:17:52.074"
"4314","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 10:19:16.104"
"4315","192.241.213.77","Other","Other","Other","de","2023-04-13","2023-04-13 10:28:10.45"
"4316","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 10:47:53.924"
"4317","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 11:31:01.955"
"4318","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:06:49.247"
"4319","217.160.255.254","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:12:08.375"
"4320","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:19:53.321"
"4321","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:20:07.246"
"4322","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:20:14.029"
"4323","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:20:48.097"
"4324","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:20:55.181"
"4325","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:21:59.579"
"4326","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:23:27.05"
"4327","95.221.80.1","Safari","Safari","Mac OS X","de","2023-04-13","2023-04-13 12:25:39.155"
"4328","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:25:46.813"
"4329","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:27:40.481"
"4330","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:27:43.122"
"4331","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:27:53.129"
"4332","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:28:04.791"
"4333","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:29:28.124"
"4334","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:29:36.745"
"4335","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:30:50.199"
"4336","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:30:53.716"
"4337","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:30:56.821"
"4338","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 12:36:18.361"
"4339","167.94.138.125","Other","Other","Other","de","2023-04-13","2023-04-13 12:42:35.365"
"4340","18.208.213.226","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 13:01:43.748"
"4341","193.32.162.159","Edge","Edge","Windows","de","2023-04-13","2023-04-13 13:43:04.04"
"4342","64.62.197.18","Chrome","Chrome","Mac OS X","de","2023-04-13","2023-04-13 14:04:32.201"
"4343","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 15:31:45.006"
"4344","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 15:31:56.937"
"4345","87.246.7.90","masscan","masscan","Other","de","2023-04-13","2023-04-13 15:32:41.335"
"4346","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 15:35:31.444"
"4347","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 15:38:03.165"
"4348","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 15:45:46.226"
"4349","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 16:03:51.594"
"4350","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 16:07:46.444"
"4351","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 16:08:31.64"
"4352","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 16:08:54.019"
"4353","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 16:29:35.556"
"4354","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 17:06:00.602"
"4355","193.35.18.243","Other","Other","Linux","de","2023-04-13","2023-04-13 17:06:14.516"
"4356","193.35.18.243","Other","Other","Linux","de","2023-04-13","2023-04-13 17:46:56.395"
"4357","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 18:21:37.355"
"4358","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 18:21:47.723"
"4359","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 18:22:46.675"
"4360","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 18:22:54.215"
"4361","37.4.229.214","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 18:24:30.62"
"4362","20.115.22.170","Chrome","Chrome","Linux","de","2023-04-13","2023-04-13 19:24:20.713"
"4363","142.93.144.200","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 19:49:20.721"
"4364","142.93.144.200","Snapchat","Snapchat","iOS","de","2023-04-13","2023-04-13 19:49:22.508"
"4365","113.142.131.55","Mobile Safari","Mobile Safari","iOS","de","2023-04-13","2023-04-13 20:31:43.794"
"4366","179.43.177.243","Other","Other","Other","de","2023-04-13","2023-04-13 20:53:26.555"
"4367","152.89.196.54","Chrome","Chrome","Windows","de","2023-04-13","2023-04-13 21:20:53.212"
"4368","66.249.70.121","Googlebot","Googlebot","Other","de","2023-04-13","2023-04-13 23:11:24.57"
"4369","66.249.70.119","Googlebot","Googlebot","Android","de","2023-04-13","2023-04-13 23:11:25.567"
"4370","147.182.144.69","Chrome","Chrome","Windows","de","2023-04-14","2023-04-14 00:53:43.169"
"4371","147.182.144.69","Snapchat","Snapchat","iOS","de","2023-04-14","2023-04-14 00:53:44.561"
"4372","45.79.172.21","Chrome","Chrome","Mac OS X","de","2023-04-14","2023-04-14 03:10:12.971"
"4373","205.210.31.185","Other","Other","Other","de","2023-04-14","2023-04-14 03:34:24.715"
"4374","183.136.225.32","Firefox","Firefox","Mac OS X","de","2023-04-14","2023-04-14 04:42:47.629"
"4375","167.248.133.34","Other","Other","Other","de","2023-04-14","2023-04-14 04:53:08.068"
"4376","51.158.37.186","Firefox","Firefox","Linux","de","2023-04-14","2023-04-14 06:01:04.911"
"4377","216.218.206.69","Opera","Opera","Windows","de","2023-04-14","2023-04-14 06:44:33.892"
"4378","35.205.195.201","Python Requests","Python Requests","Other","de","2023-04-14","2023-04-14 06:54:31.376"
"4379","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 07:36:11.172"
"4380","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 07:36:25.345"
"4381","79.124.59.166","masscan","masscan","Other","de","2023-04-14","2023-04-14 08:11:28.652"
"4382","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 08:25:31.921"
"4383","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 08:34:31.207"
"4384","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 08:34:37.847"
"4385","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 08:41:35.211"
"4386","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 08:58:51.937"
"4387","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 09:56:33.789"
"4388","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 09:59:03.283"
"4389","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 10:00:53.218"
"4390","95.214.27.151","UC Browser","UC Browser","Android","de","2023-04-14","2023-04-14 13:14:37.569"
"4391","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 13:15:02.413"
"4392","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 13:45:46.721"
"4393","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 14:08:19.726"
"4394","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 14:08:20.092"
"4395","31.18.253.27","Chrome","Chrome","Linux","de","2023-04-14","2023-04-14 14:23:46.851"
"4396","128.1.248.26","Chrome","Chrome","Windows","de","2023-04-14","2023-04-14 14:54:16.389"
"4397","174.138.61.44","Chrome","Chrome","Windows","de","2023-04-14","2023-04-14 14:56:53.638"
"4398","162.142.125.225","Other","Other","Other","de","2023-04-14","2023-04-14 15:03:25.245"
"4399","94.102.61.10","Chrome","Chrome","Windows","de","2023-04-14","2023-04-14 16:13:40.215"
"4400","167.248.133.49","Other","Other","Other","de","2023-04-14","2023-04-14 16:24:55.842"
"4401","193.35.18.251","Other","Other","Linux","de","2023-04-14","2023-04-14 17:01:48.499"
"4402","143.42.49.127","Chrome","Chrome","Windows","de","2023-04-14","2023-04-14 17:35:10.127"
"4403","143.42.49.127","Chrome","Chrome","Windows","de","2023-04-14","2023-04-14 17:35:12.724"
"4404","194.32.122.11","Opera","Opera","Windows","de","2023-04-14","2023-04-14 17:55:46.423"
"4405","194.32.122.11","Opera","Opera","Windows","de","2023-04-14","2023-04-14 17:55:47.62"
"4406","149.18.73.52","libwww-perl","libwww-perl","Other","de","2023-04-14","2023-04-14 18:13:32.913"
"4407","152.89.196.54","Chrome","Chrome","Windows","de","2023-04-14","2023-04-14 19:36:07.523"
"4408","193.118.53.210","Chrome","Chrome","Windows","de","2023-04-14","2023-04-14 19:58:51.669"
"4409","114.107.225.150","Mobile Safari","Mobile Safari","iOS","de","2023-04-14","2023-04-14 20:33:27.539"
"4410","101.68.211.2","Firefox","Firefox","Mac OS X","de","2023-04-14","2023-04-14 22:07:00.499"
"4411","101.68.211.2","Chrome","Chrome","Windows","de","2023-04-14","2023-04-14 22:09:56.254"
"4412","179.43.177.243","Other","Other","Other","de","2023-04-14","2023-04-14 22:16:01.878"
"4413","193.32.162.159","Edge","Edge","Windows","de","2023-04-14","2023-04-14 22:35:02.476"
"4414","128.199.142.43","Chrome","Chrome","Windows","de","2023-04-14","2023-04-14 22:56:16.085"
"4415","128.199.142.43","Snapchat","Snapchat","iOS","de","2023-04-14","2023-04-14 22:56:18.018"
"4416","172.104.131.24","Other","Other","Other","de","2023-04-14","2023-04-14 23:29:43.358"
"4417","137.184.217.189","Firefox","Firefox","Windows","de","2023-04-14","2023-04-14 23:48:07.538"
"4418","185.77.217.58","UC Browser","UC Browser","Android","de","2023-04-15","2023-04-15 00:15:24.208"
"4419","113.125.51.198","Mobile Safari","Mobile Safari","iOS","de","2023-04-15","2023-04-15 01:06:43.819"
"4420","193.32.162.159","Edge","Edge","Windows","de","2023-04-15","2023-04-15 01:37:01.144"
